Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0Us882CViJqbmdH;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S2629:  ""Use the built-in formatting to construct this argument.""";MAJOR;5;2023-10-21;2023-10-21;3;"startLine: 82;startOffset: 17;endOffset: 53;endLine: 82";Maintenance (Code Smells);d4e649a
AYqiD0Us882CViJqbmdM;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S2696:  ""Make the enclosing method static or remove this set.""";CRITICAL;20;2023-10-21;2023-10-21;15;"startLine: 83;startOffset: 8;endOffset: 24;endLine: 83";Maintenance (Code Smells);80d709b
AYqiD0Us882CViJqbmdI;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S2629:  ""Use the built-in formatting to construct this argument.""";MAJOR;5;2023-10-21;2023-10-21;3;"startLine: 91;startOffset: 21;endOffset: 59;endLine: 91";Maintenance (Code Smells);b10f3f8
AYqiD0Us882CViJqbmdN;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S2696:  ""Make the enclosing method static or remove this set.""";CRITICAL;20;2023-10-21;2023-10-21;3;"startLine: 93;startOffset: 8;endOffset: 24;endLine: 93";Maintenance (Code Smells);6d5a3a1
AYqiD0Us882CViJqbmdO;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S108:  ""Either remove or fill this block of code.""";MAJOR;5;2023-10-21;2023-10-21;2;"startLine: 116;startOffset: 30;endOffset: 31;endLine: 116";Maintenance (Code Smells);553275f
AYqiD0Us882CViJqbmdJ;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S2629:  ""Use the built-in formatting to construct this argument.""";MAJOR;5;2023-10-21;2023-10-21;3;"startLine: 132;startOffset: 21;endOffset: 52;endLine: 132";Maintenance (Code Smells);fcf9280
AYqiD0Us882CViJqbmdK;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S2629:  ""Use the built-in formatting to construct this argument.""";MAJOR;5;2023-10-21;2023-10-21;4;"startLine: 136;startOffset: 21;endOffset: 63;endLine: 136";Maintenance (Code Smells);11a1be8
AYqiD0Us882CViJqbmdL;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S2629:  ""Use the built-in formatting to construct this argument.""";MAJOR;5;2023-10-21;2023-10-21;5;"startLine: 143;startOffset: 21;endOffset: 40;endLine: 143";Maintenance (Code Smells);3a0a00c
AYqiD0Us882CViJqbmdP;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S3457:  ""Lambda should be used to defer string concatenation.""";MAJOR;10;2023-10-21;2023-10-21;10;"startLine: 145;startOffset: 16;endOffset: 103;endLine: 145";Maintenance (Code Smells);b315e7d
AYqiD0Us882CViJqbmdQ;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:protocols/jmx/src/main/java/org/jboss/arquillian/protocol/jmx/JMXTestRunner.java;"java:S1172:  ""Remove this unused method parameter protocolProps.""";MAJOR;5;2023-10-21;2023-10-21;3;"startLine: 152;startOffset: 28;endOffset: 41;endLine: 152";Maintenance (Code Smells);0e3240f
