Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0P5882CViJqbmbu;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;12;"startLine: 37;startOffset: 30;endOffset: 39;endLine: 37";Maintenance (Code Smells);cde0bb9
AYqiD0P5882CViJqbmbv;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;4;"startLine: 45;startOffset: 29;endOffset: 38;endLine: 45";Maintenance (Code Smells);51b9eed
AYqiD0P5882CViJqbmbw;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;3;"startLine: 53;startOffset: 82;endOffset: 91;endLine: 53";Maintenance (Code Smells);c0e253a
AYqiD0P5882CViJqbmbx;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;2;"startLine: 61;startOffset: 81;endOffset: 90;endLine: 61";Maintenance (Code Smells);a892219
AYqiD0P5882CViJqbmby;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;2;"startLine: 69;startOffset: 97;endOffset: 106;endLine: 69";Maintenance (Code Smells);a2c7a27
AYqiD0P5882CViJqbmbz;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;2;"startLine: 77;startOffset: 96;endOffset: 105;endLine: 77";Maintenance (Code Smells);9b7383b
AYqiD0P5882CViJqbmb0;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;2;"startLine: 85;startOffset: 66;endOffset: 75;endLine: 85";Maintenance (Code Smells);a75bf48
AYqiD0P5882CViJqbmb1;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:test/spi/src/main/java/org/jboss/arquillian/test/spi/TestRunnerAdaptor.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/27;2023/10/27;2;"startLine: 98;startOffset: 76;endOffset: 85;endLine: 98";Maintenance (Code Smells);67f280c
