Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0U9882CViJqbmdY;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_PROPERTY to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 61;startOffset: 26;endOffset: 38;endLine: 61";Maintenance (Code Smells);0df991c
AYqiD0U9882CViJqbmdZ;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_ENGINE_PROPERTY to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 63;startOffset: 26;endOffset: 45;endLine: 63";Maintenance (Code Smells);eca4b7e
AYqiD0U9882CViJqbmda;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_CONTAINER to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 65;startOffset: 26;endOffset: 39;endLine: 65";Maintenance (Code Smells);7df81f5
AYqiD0U9882CViJqbmdb;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_CONTAINER_CONFIGURATION to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 66;startOffset: 26;endOffset: 53;endLine: 66";Maintenance (Code Smells);576a653
AYqiD0U9882CViJqbmdc;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_CONTAINER_PROTOCOL to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 67;startOffset: 26;endOffset: 48;endLine: 67";Maintenance (Code Smells);bad5cd0
AYqiD0U9882CViJqbmdd;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_GROUP to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 69;startOffset: 26;endOffset: 35;endLine: 69";Maintenance (Code Smells);1a0b5e4
AYqiD0U9882CViJqbmde;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_GROUP_CONTAINER to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 70;startOffset: 26;endOffset: 45;endLine: 70";Maintenance (Code Smells);a1ff9a7
AYqiD0U9882CViJqbmdf;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_GROUP_CONTAINER_CONFIGURATION to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 71;startOffset: 26;endOffset: 59;endLine: 71";Maintenance (Code Smells);b894e6e
AYqiD0U9882CViJqbmdg;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_GROUP_CONTAINER_PROTOCOL to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 73;startOffset: 26;endOffset: 54;endLine: 73";Maintenance (Code Smells);be8ce32
AYqiD0U9882CViJqbmdh;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_DEFAULT_PROTOCOL to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 75;startOffset: 26;endOffset: 46;endLine: 75";Maintenance (Code Smells);5d89ff6
AYqiD0U9882CViJqbmdi;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:config/impl-base/src/main/java/org/jboss/arquillian/config/impl/extension/PropertiesParser.java;"java:S3008:  ""Rename this field ARQ_EXTENSION to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2;03/10/2023;03/10/2023;1;"startLine: 76;startOffset: 26;endOffset: 39;endLine: 76";Maintenance (Code Smells);226d6d8
