Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0KK882CViJqbmaL;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/spi/src/main/java/org/jboss/arquillian/container/spi/Container.java;"java:S1452:  ""Remove usage of generic wildcard type.""";CRITICAL;20;07/10/2023;07/10/2023;5;"startLine: 43;startOffset: 24;endOffset: 25;endLine: 43";Maintenance (Code Smells);a87184f
AYqiD0KK882CViJqbmaI;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/spi/src/main/java/org/jboss/arquillian/container/spi/Container.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;07/10/2023;07/10/2023;1;"startLine: 53;startOffset: 66;endOffset: 75;endLine: 53";Maintenance (Code Smells);1a2fa4a
AYqiD0KK882CViJqbmaJ;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/spi/src/main/java/org/jboss/arquillian/container/spi/Container.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;07/10/2023;07/10/2023;5;"startLine: 59;startOffset: 24;endOffset: 33;endLine: 59";Maintenance (Code Smells);556a02b
AYqiD0KK882CViJqbmaK;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/spi/src/main/java/org/jboss/arquillian/container/spi/Container.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;07/10/2023;07/10/2023;5;"startLine: 65;startOffset: 23;endOffset: 32;endLine: 65";Maintenance (Code Smells);a50caf0
