Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0Lf882CViJqbmaR;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 77;startOffset: 26;endOffset: 42;endLine: 77";Maintenance (Code Smells);633ab68
AYqiD0Lf882CViJqbmaS;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 87;startOffset: 22;endOffset: 38;endLine: 87";Maintenance (Code Smells);d14b8cc
AYqiD0Lf882CViJqbmaT;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 98;startOffset: 22;endOffset: 38;endLine: 98";Maintenance (Code Smells);fc5c949
AYqiD0Lf882CViJqbmaU;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 104;startOffset: 22;endOffset: 38;endLine: 104";Maintenance (Code Smells);1f589b0
AYqiD0Lf882CViJqbmaV;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 146;startOffset: 22;endOffset: 38;endLine: 146";Maintenance (Code Smells);d647e53
AYqiD0Lf882CViJqbmaW;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 179;startOffset: 30;endOffset: 46;endLine: 179";Maintenance (Code Smells);fa09d6d
AYqiD0Lf882CViJqbmaZ;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S1192:  ""Define a constant instead of duplicating this literal Obtained unchecked Exception; this code should never be reached 3 times.""";CRITICAL;8;2023/10/14;2023/10/14;2;"startLine: 179;startOffset: 47;endOffset: 112;endLine: 179";Maintenance (Code Smells);a7bf015
AYqiD0Lf882CViJqbmaX;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 223;startOffset: 30;endOffset: 46;endLine: 223";Maintenance (Code Smells);18d9355
AYqiD0Lf882CViJqbmaa;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessableFields.""";MINOR;2;2023/10/14;2023/10/14;1;"startLine: 231;startOffset: 47;endOffset: 10;endLine: 248";Maintenance (Code Smells);c596713
AYqiD0Lf882CViJqbmab;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessableMethods.""";MINOR;2;2023/10/14;2023/10/14;1;"startLine: 254;startOffset: 49;endOffset: 10;endLine: 271";Maintenance (Code Smells);e0c05a3
AYqiD0Lf882CViJqbmac;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable value.""";MINOR;2;2023/10/14;2023/10/14;1;"startLine: 277;startOffset: 27;endOffset: 14;endLine: 281";Maintenance (Code Smells);657ad6b
AYqiD0Lf882CViJqbmaY;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/14;2023/10/14;1;"startLine: 302;startOffset: 30;endOffset: 46;endLine: 302";Maintenance (Code Smells);8676a4e
AYqiD0Lf882CViJqbmad;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-spi/src/main/java/org/jboss/arquillian/container/test/spi/util/SecurityActions.java;"java:S6548:  ""An Enum-based Singleton implementation was detected. Make sure the use of the Singleton pattern is required and an Enum-based implementation is the right one for the context.""";INFO;0;2023/10/14;2023/10/14;1;"startLine: 327;startOffset: 17;endOffset: 30;endLine: 327";Maintenance (Code Smells);7c1e5b3
