Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiDz6R882CViJqbmUL;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;7;"startLine: 77;startOffset: 26;endOffset: 42;endLine: 77";Maintenance (Code Smells);3999a21
AYqiDz6R882CViJqbmUM;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;7;"startLine: 87;startOffset: 22;endOffset: 38;endLine: 87";Maintenance (Code Smells);c5d7cec
AYqiDz6R882CViJqbmUN;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;5;"startLine: 98;startOffset: 22;endOffset: 38;endLine: 98";Maintenance (Code Smells);99cfaa1
AYqiDz6R882CViJqbmUO;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;5;"startLine: 104;startOffset: 22;endOffset: 38;endLine: 104";Maintenance (Code Smells);61bf4d2
AYqiDz6R882CViJqbmUP;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;5;"startLine: 146;startOffset: 22;endOffset: 38;endLine: 146";Maintenance (Code Smells);be0e27d
AYqiDz6R882CViJqbmUQ;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;5;"startLine: 179;startOffset: 30;endOffset: 46;endLine: 179";Maintenance (Code Smells);c6413ce
AYqiDz6R882CViJqbmUT;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S1192:  ""Define a constant instead of duplicating this literal Obtained unchecked Exception; this code should never be reached 3 times.""";CRITICAL;8;2023-10-15;2023-10-15;3;"startLine: 179;startOffset: 47;endOffset: 112;endLine: 179";Maintenance (Code Smells);009870c
AYqiDz6R882CViJqbmUR;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;5;"startLine: 223;startOffset: 30;endOffset: 46;endLine: 223";Maintenance (Code Smells);829aa7a
AYqiDz6R882CViJqbmUU;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessableFields.""";MINOR;2;2023-10-15;2023-10-15;3;"startLine: 231;startOffset: 47;endOffset: 10;endLine: 248";Maintenance (Code Smells);2cd2478
AYqiDz6R882CViJqbmUV;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessableMethods.""";MINOR;2;2023-10-15;2023-10-15;3;"startLine: 254;startOffset: 49;endOffset: 10;endLine: 271";Maintenance (Code Smells);c22b8de
AYqiDz6R882CViJqbmUW;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable value.""";MINOR;2;2023-10-15;2023-10-15;3;"startLine: 277;startOffset: 27;endOffset: 14;endLine: 281";Maintenance (Code Smells);3a49ee2
AYqiDz6R882CViJqbmUS;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-15;2023-10-15;5;"startLine: 302;startOffset: 30;endOffset: 46;endLine: 302";Maintenance (Code Smells);a2bd665
AYqiDz6R882CViJqbmUX;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:core/impl-base/src/main/java/org/jboss/arquillian/core/impl/SecurityActions.java;"java:S6548:  ""An Enum-based Singleton implementation was detected. Make sure the use of the Singleton pattern is required and an Enum-based implementation is the right one for the context.""";INFO;0;2023-10-15;2023-10-15;1;"startLine: 327;startOffset: 17;endOffset: 30;endLine: 327";Maintenance (Code Smells);019911b
