Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0cu882CViJqbmfl;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1128:  ""Remove this unused import 'org.jboss.arquillian.test.spi.TestMethodExecutor'.""";MINOR;2;2023-10-16;2023-10-16;1;"startLine: 29;startOffset: 7;endOffset: 55;endLine: 29";Maintenance (Code Smells);88380c7
AYqiD0cu882CViJqbmfm;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1128:  ""Remove this unused import 'org.jboss.arquillian.test.spi.TestResult'.""";MINOR;2;2023-10-16;2023-10-16;1;"startLine: 30;startOffset: 7;endOffset: 47;endLine: 30";Maintenance (Code Smells);4cfb698
AYqiD0cu882CViJqbmfn;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1128:  ""Remove this unused import 'org.jboss.arquillian.test.spi.TestResult.Status'.""";MINOR;2;2023-10-16;2023-10-16;1;"startLine: 31;startOffset: 7;endOffset: 54;endLine: 31";Maintenance (Code Smells);5d5be19
AYqiD0cu882CViJqbmfo;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1128:  ""Remove this unused import 'org.jboss.arquillian.test.spi.execution.SkippedTestExecutionException'.""";MINOR;2;2023-10-16;2023-10-16;1;"startLine: 33;startOffset: 7;endOffset: 76;endLine: 33";Maintenance (Code Smells);c89b7e0
AYqiD0cu882CViJqbmfp;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1128:  ""Remove this unused import 'org.junit.internal.AssumptionViolatedException'.""";MINOR;2;2023-10-16;2023-10-16;1;"startLine: 34;startOffset: 7;endOffset: 53;endLine: 34";Maintenance (Code Smells);ccfc2d9
AYqiD0cu882CViJqbmfq;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1128:  ""Remove this unused import 'org.junit.runner.Result'.""";MINOR;2;2023-10-16;2023-10-16;1;"startLine: 40;startOffset: 7;endOffset: 30;endLine: 40";Maintenance (Code Smells);3e4832a
AYqiD0cu882CViJqbmfr;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1128:  ""Remove this unused import 'org.junit.runner.notification.RunListener'.""";MINOR;2;2023-10-16;2023-10-16;1;"startLine: 41;startOffset: 7;endOffset: 48;endLine: 41";Maintenance (Code Smells);40da0d6
AYqiD0cu882CViJqbmfh;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-16;2023-10-16;7;"startLine: 85;startOffset: 22;endOffset: 38;endLine: 85";Maintenance (Code Smells);f37cfe0
AYqiD0cu882CViJqbmfj;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1141:  ""Extract this nested try block into a separate method.""";MAJOR;20;2023-10-16;2023-10-16;7;"startLine: 284;startOffset: 28;endOffset: 31;endLine: 284";Maintenance (Code Smells);dd0edbc
AYqiD0cu882CViJqbmfi;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-16;2023-10-16;5;"startLine: 313;startOffset: 22;endOffset: 38;endLine: 313";Maintenance (Code Smells);837f450
AYqiD0cu882CViJqbmfk;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/Arquillian.java;"java:S1186:  ""Add a nested comment explaining why this method is empty throw an UnsupportedOperationException or complete the implementation.""";CRITICAL;5;2023-10-16;2023-10-16;2;"startLine: 366;startOffset: 20;endOffset: 28;endLine: 366";Maintenance (Code Smells);2a3af66
