Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0BJ882CViJqbmW-;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/client/protocol/ProtocolRegistryCreator.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/12;2023/10/12;1;"startLine: 47;startOffset: 76;endOffset: 85;endLine: 47";Maintenance (Code Smells);73df7d0
AYqiD0BJ882CViJqbmW_;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/client/protocol/ProtocolRegistryCreator.java;"java:S1135:  ""Complete the task associated to this TODO comment.""";INFO;0;2023/10/12;2023/10/12;0;"startLine: 56;startOffset: 0;endOffset: 56;endLine: 56";Maintenance (Code Smells);8121b28
