Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0Ey882CViJqbmYV;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-05;2023-10-05;10;"startLine: 51;startOffset: 72;endOffset: 81;endLine: 51";Maintenance (Code Smells);2d8af0c
AYqiD0Ey882CViJqbmYg;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S1172:  ""Remove this unused method parameter event.""";MAJOR;5;2023-10-05;2023-10-05;5;"startLine: 51;startOffset: 58;endOffset: 63;endLine: 51";Maintenance (Code Smells);d0d64c2
AYqiD0Ey882CViJqbmYW;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-05;2023-10-05;10;"startLine: 63;startOffset: 82;endOffset: 91;endLine: 63";Maintenance (Code Smells);7792d2d
AYqiD0Ey882CViJqbmYh;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S1172:  ""Remove this unused method parameter event.""";MAJOR;5;2023-10-05;2023-10-05;5;"startLine: 63;startOffset: 68;endOffset: 73;endLine: 63";Maintenance (Code Smells);41f76ce
AYqiD0Ey882CViJqbmYX;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-05;2023-10-05;10;"startLine: 75;startOffset: 82;endOffset: 91;endLine: 75";Maintenance (Code Smells);7a25418
AYqiD0Ey882CViJqbmYi;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S1172:  ""Remove this unused method parameter event.""";MAJOR;5;2023-10-05;2023-10-05;5;"startLine: 75;startOffset: 68;endOffset: 73;endLine: 75";Maintenance (Code Smells);2f4266e
AYqiD0Ey882CViJqbmYY;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-05;2023-10-05;10;"startLine: 87;startOffset: 80;endOffset: 89;endLine: 87";Maintenance (Code Smells);7b0ec07
AYqiD0Ey882CViJqbmYj;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S1172:  ""Remove this unused method parameter event.""";MAJOR;5;2023-10-05;2023-10-05;5;"startLine: 87;startOffset: 66;endOffset: 71;endLine: 87";Maintenance (Code Smells);d157cce
AYqiD0Ey882CViJqbmYZ;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023-10-05;2023-10-05;10;"startLine: 99;startOffset: 80;endOffset: 89;endLine: 99";Maintenance (Code Smells);adb1bb9
AYqiD0Ey882CViJqbmYk;To-Do;New;Normal;Claudia Stefanizzi;CiEmmeModelli_CiEmme:container/impl-base/src/main/java/org/jboss/arquillian/container/impl/client/container/ContainerLifecycleController.java;"java:S1172:  ""Remove this unused method parameter event.""";MAJOR;5;2023-10-05;2023-10-05;5;"startLine: 99;startOffset: 66;endOffset: 71;endLine: 99";Maintenance (Code Smells);66a5faa
