Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0b3882CViJqbmfL;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/21;2023/10/21;1;"startLine: 77;startOffset: 26;endOffset: 42;endLine: 77";Maintenance (Code Smells);3c208f5
AYqiD0b3882CViJqbmfM;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/21;2023/10/21;1;"startLine: 87;startOffset: 22;endOffset: 38;endLine: 87";Maintenance (Code Smells);b4c0933
AYqiD0b3882CViJqbmfN;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/21;2023/10/21;1;"startLine: 98;startOffset: 22;endOffset: 38;endLine: 98";Maintenance (Code Smells);9170d28
AYqiD0b3882CViJqbmfO;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/21;2023/10/21;1;"startLine: 104;startOffset: 22;endOffset: 38;endLine: 104";Maintenance (Code Smells);43f3293
AYqiD0b3882CViJqbmfP;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/21;2023/10/21;1;"startLine: 146;startOffset: 22;endOffset: 38;endLine: 146";Maintenance (Code Smells);e95b5b8
AYqiD0b3882CViJqbmfQ;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/21;2023/10/21;1;"startLine: 179;startOffset: 30;endOffset: 46;endLine: 179";Maintenance (Code Smells);10e3bc9
AYqiD0b3882CViJqbmfT;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S1192:  ""Define a constant instead of duplicating this literal Obtained unchecked Exception; this code should never be reached 3 times.""";CRITICAL;8;2023/10/21;2023/10/21;2;"startLine: 179;startOffset: 47;endOffset: 112;endLine: 179";Maintenance (Code Smells);2b88418
AYqiD0b3882CViJqbmfR;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/21;2023/10/21;1;"startLine: 223;startOffset: 30;endOffset: 46;endLine: 223";Maintenance (Code Smells);8b79e8e
AYqiD0b3882CViJqbmfU;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessableFields.""";MINOR;2;2023/10/21;2023/10/21;1;"startLine: 231;startOffset: 47;endOffset: 10;endLine: 248";Maintenance (Code Smells);ed17b83
AYqiD0b3882CViJqbmfV;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:junit/core/src/main/java/org/jboss/arquillian/junit/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessibleField.""";MINOR;2;2023/10/21;2023/10/21;1;"startLine: 253;startOffset: 40;endOffset: 10;endLine: 271";Maintenance (Code Smells);69e15f1
