Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiDz7K882CViJqbmU1;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S3416:  ""Update this logger to use ResourceInjectionEnricher.class.""";MINOR;5;2023/11/4;2023/11/4;1;"startLine: 45;startOffset: 55;endOffset: 83;endLine: 45";Maintenance (Code Smells);69f55ff
AYqiDz7K882CViJqbmU0;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S1141:  ""Extract this nested try block into a separate method.""";MAJOR;20;2023/11/4;2023/11/4;1;"startLine: 84;startOffset: 20;endOffset: 23;endLine: 84";Maintenance (Code Smells);88e7ce2
AYqiDz7K882CViJqbmUv;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/11/4;2023/11/4;1;"startLine: 102;startOffset: 30;endOffset: 46;endLine: 102";Maintenance (Code Smells);7f3e23a
AYqiDz7K882CViJqbmUw;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/11/4;2023/11/4;1;"startLine: 105;startOffset: 30;endOffset: 46;endLine: 105";Maintenance (Code Smells);8e1f207
AYqiDz7K882CViJqbmUx;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/11/4;2023/11/4;1;"startLine: 111;startOffset: 22;endOffset: 38;endLine: 111";Maintenance (Code Smells);9d3fd38
AYqiDz7K882CViJqbmU2;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S6202:  ""Replace this usage of Character.class.isInstance() with instanceof Character.""";MAJOR;5;2023/11/4;2023/11/4;1;"startLine: 157;startOffset: 19;endOffset: 59;endLine: 157";Maintenance (Code Smells);57c9c11
AYqiDz7K882CViJqbmUz;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S1066:  ""Merge this if statement with the enclosing one.""";MAJOR;5;2023/11/4;2023/11/4;5;"startLine: 158;startOffset: 12;endOffset: 14;endLine: 158";Maintenance (Code Smells);01ea02c
AYqiDz7K882CViJqbmUy;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/11/4;2023/11/4;1;"startLine: 165;startOffset: 52;endOffset: 61;endLine: 165";Maintenance (Code Smells);f616a16
AYqiDz7K882CViJqbmU3;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S1135:  ""Complete the task associated to this TODO comment.""";INFO;0;2023/11/4;2023/11/4;0;"startLine: 166;startOffset: 0;endOffset: 42;endLine: 166";Maintenance (Code Smells);863791a
AYqiDz7K882CViJqbmU4;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/resource/src/main/java/org/jboss/arquillian/testenricher/resource/ResourceInjectionEnricher.java;"java:S1130:  ""Remove the declaration of thrown exception 'javax.naming.NamingException' as it cannot be thrown from method's body.""";MINOR;5;2023/11/4;2023/11/4;3;"startLine: 179;startOffset: 51;endOffset: 66;endLine: 179";Maintenance (Code Smells);6397ce0
