Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiD0Cu882CViJqbmXe;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;2;"startLine: 77;startOffset: 26;endOffset: 42;endLine: 77";Maintenance (Code Smells);6d4f741
AYqiD0Cu882CViJqbmXf;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;1;"startLine: 87;startOffset: 22;endOffset: 38;endLine: 87";Maintenance (Code Smells);7ae3f24
AYqiD0Cu882CViJqbmXg;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;1;"startLine: 98;startOffset: 22;endOffset: 38;endLine: 98";Maintenance (Code Smells);b42558e
AYqiD0Cu882CViJqbmXh;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;1;"startLine: 104;startOffset: 22;endOffset: 38;endLine: 104";Maintenance (Code Smells);f4a22eb
AYqiD0Cu882CViJqbmXi;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;1;"startLine: 146;startOffset: 22;endOffset: 38;endLine: 146";Maintenance (Code Smells);4c8026d
AYqiD0Cu882CViJqbmXj;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;1;"startLine: 179;startOffset: 30;endOffset: 46;endLine: 179";Maintenance (Code Smells);d0d60b1
AYqiD0Cu882CViJqbmXm;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S1192:  ""Define a constant instead of duplicating this literal Obtained unchecked Exception; this code should never be reached 3 times.""";CRITICAL;8;2023/10/9;2023/10/9;1;"startLine: 179;startOffset: 47;endOffset: 112;endLine: 179";Maintenance (Code Smells);197f8a6
AYqiD0Cu882CViJqbmXk;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;1;"startLine: 223;startOffset: 30;endOffset: 46;endLine: 223";Maintenance (Code Smells);bcfc411
AYqiD0Cu882CViJqbmXn;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessableFields.""";MINOR;2;2023/10/9;2023/10/9;1;"startLine: 231;startOffset: 47;endOffset: 10;endLine: 248";Maintenance (Code Smells);f190ff5
AYqiD0Cu882CViJqbmXo;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable declaredAccessableMethods.""";MINOR;2;2023/10/9;2023/10/9;1;"startLine: 254;startOffset: 49;endOffset: 10;endLine: 271";Maintenance (Code Smells);3fa8487
AYqiD0Cu882CViJqbmXp;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable value.""";MINOR;2;2023/10/9;2023/10/9;1;"startLine: 277;startOffset: 27;endOffset: 14;endLine: 281";Maintenance (Code Smells);f8134f1
AYqiD0Cu882CViJqbmXl;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/9;2023/10/9;1;"startLine: 302;startOffset: 30;endOffset: 46;endLine: 302";Maintenance (Code Smells);abadaee
AYqiD0Cu882CViJqbmXq;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/SecurityActions.java;"java:S6548:  ""An Enum-based Singleton implementation was detected. Make sure the use of the Singleton pattern is required and an Enum-based implementation is the right one for the context.""";INFO;0;2023/10/9;2023/10/9;0;"startLine: 327;startOffset: 17;endOffset: 30;endLine: 327";Maintenance (Code Smells);4768543
