Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiDz9c882CViJqbmVr;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S3416:  ""Update this logger to use EJBInjectionEnricher.class.""";MINOR;5;2023/11/04;2023/11/04;1;"startLine: 43;startOffset: 55;endOffset: 83;endLine: 43";Maintenance (Code Smells);2f1cfd4
AYqiDz9c882CViJqbmVs;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S1135:  ""Complete the task associated to this TODO comment.""";INFO;0;2023/11/04;2023/11/04;0;"startLine: 80;startOffset: 0;endOffset: 97;endLine: 80";Maintenance (Code Smells);cfd4a21
AYqiDz9c882CViJqbmVt;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.""";CRITICAL;9;2023/11/04;2023/11/04;6;"startLine: 95;startOffset: 19;endOffset: 30;endLine: 95";Maintenance (Code Smells);ddf97bb
AYqiDz9c882CViJqbmVp;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S1141:  ""Extract this nested try block into a separate method.""";MAJOR;20;2023/11/04;2023/11/04;0;"startLine: 109;startOffset: 20;endOffset: 23;endLine: 109";Maintenance (Code Smells);ddf97bb
AYqiDz9c882CViJqbmVu;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S1116:  ""Remove this empty statement.""";MINOR;2;2023/11/04;2023/11/04;0;"startLine: 111;startOffset: 24;endOffset: 25;endLine: 111";Maintenance (Code Smells);ddf97bb
AYqiDz9c882CViJqbmVi;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/11/04;2023/11/04;1;"startLine: 129;startOffset: 30;endOffset: 46;endLine: 129";Maintenance (Code Smells);8d4a350
AYqiDz9c882CViJqbmVj;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/11/04;2023/11/04;1;"startLine: 132;startOffset: 30;endOffset: 46;endLine: 132";Maintenance (Code Smells);1f296c3
AYqiDz9c882CViJqbmVk;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/11/04;2023/11/04;1;"startLine: 157;startOffset: 22;endOffset: 38;endLine: 157";Maintenance (Code Smells);3718da5
AYqiDz9c882CViJqbmVq;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S2629:  ""Invoke method(s) only conditionally.""";MAJOR;5;2023/11/04;2023/11/04;5;"startLine: 199;startOffset: 18;endOffset: 76;endLine: 199";Maintenance (Code Smells);39549a3
AYqiDz9c882CViJqbmVv;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:testenrichers/ejb/src/main/java/org/jboss/arquillian/testenricher/ejb/EJBInjectionEnricher.java;"java:S1135:  ""Complete the task associated to this TODO comment.""";INFO;0;2023/11/04;2023/11/04;0;"startLine: 229;startOffset: 0;endOffset: 155;endLine: 229";Maintenance (Code Smells);1cb513d
