Key;Tracker;Status;Priority;Owner;Filepath;Subject;Category;Estimated time [min];Start date;End date;Time spent [min];Description;Caratteristica di riferimento;Commit hash
AYqiDz_s882CViJqbmWc;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/client/deployment/AutomaticDeploymentScenarioGenerator.java;"java:S3740:  ""Provide the parametrized type for this generic.""";MAJOR;5;2023/10/10;2023/10/10;1;"startLine: 76;startOffset: 65;endOffset: 72;endLine: 76";Maintenance (Code Smells);b19f0e1
AYqiDz_s882CViJqbmWb;To-Do;New;Normal;Matteo Scuro;CiEmmeModelli_CiEmme:container/test-impl-base/src/main/java/org/jboss/arquillian/container/test/impl/client/deployment/AutomaticDeploymentScenarioGenerator.java;"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""";MAJOR;20;2023/10/10;2023/10/10;1;"startLine: 80;startOffset: 22;endOffset: 38;endLine: 80";Maintenance (Code Smells);947a2ef
